Date,High,Low,Closing,Volume,Open
2024-01-22,400.6199951171875,393.5899963378906,396.510009765625,27016900,400.0199890136719
2024-01-23,399.3800048828125,393.92999267578125,398.8999938964844,20525900,395.75
2024-01-24,405.6300048828125,400.45001220703125,402.55999755859375,24867000,401.5400085449219
2024-01-25,407.010009765625,402.5299987792969,404.8699951171875,21021200,404.32000732421875
2024-01-26,406.1700134277344,402.42999267578125,403.92999267578125,17803300,404.3699951171875
2024-01-29,409.9800109863281,404.3299865722656,409.7200012207031,24510200,406.05999755859375
2024-01-30,413.04998779296875,406.45001220703125,408.5899963378906,33477600,412.260009765625
2024-01-31,415.32000732421875,397.2099914550781,397.5799865722656,47871100,406.9599914550781
2024-02-01,408.0,401.79998779296875,403.7799987792969,30657700,401.8299865722656
2024-02-02,412.6499938964844,403.55999755859375,411.2200012207031,28245000,403.80999755859375
2024-02-05,411.1600036621094,403.989990234375,405.6499938964844,25352300,409.8999938964844
2024-02-06,407.9700012207031,402.9100036621094,405.489990234375,18382600,405.8800048828125
2024-02-07,414.29998779296875,407.3999938964844,414.04998779296875,22340500,407.44000244140625
2024-02-08,415.55999755859375,412.5299987792969,414.1099853515625,21225300,414.04998779296875
2024-02-09,420.82000732421875,415.0899963378906,420.54998779296875,22032800,415.25
2024-02-12,420.739990234375,414.75,415.260009765625,21202900,420.55999755859375
2024-02-13,410.07000732421875,403.3900146484375,406.32000732421875,27824900,404.94000244140625
2024-02-14,409.8399963378906,404.57000732421875,409.489990234375,20401200,408.07000732421875
2024-02-15,409.1300048828125,404.2900085449219,406.55999755859375,21825500,408.1400146484375
2024-02-16,408.2900085449219,403.44000244140625,404.05999755859375,22281100,407.9599914550781
2024-02-20,404.489990234375,398.010009765625,402.7900085449219,24307900,403.239990234375
2024-02-21,402.2900085449219,397.2200012207031,402.17999267578125,18631100,400.1700134277344
2024-02-22,412.8299865722656,408.57000732421875,411.6499938964844,27009900,410.19000244140625
2024-02-23,415.8599853515625,408.9700012207031,410.3399963378906,16295900,415.6700134277344
2024-02-26,412.1600036621094,407.3599853515625,407.5400085449219,16193500,411.4599914550781
2024-02-27,408.32000732421875,403.8500061035156,407.4800109863281,14835800,407.989990234375
2024-02-28,409.29998779296875,405.32000732421875,407.7200012207031,13183100,408.17999267578125
2024-02-29,414.20001220703125,405.9200134277344,413.6400146484375,31947300,408.6400146484375
2024-03-01,415.8699951171875,410.8800048828125,415.5,17800300,411.2699890136719
2024-03-04,417.3500061035156,412.32000732421875,414.9200134277344,17596000,413.44000244140625
2024-03-05,414.25,400.6400146484375,402.6499938964844,26919200,413.9599914550781
2024-03-06,405.1600036621094,398.3900146484375,402.0899963378906,22344100,402.9700012207031
2024-03-07,409.7799987792969,402.239990234375,409.1400146484375,18718500,406.1199951171875
2024-03-08,410.4200134277344,404.3299865722656,406.2200012207031,17971700,407.9599914550781
2024-03-11,405.67999267578125,401.260009765625,404.5199890136719,16120800,403.760009765625
2024-03-12,415.57000732421875,406.7900085449219,415.2799987792969,22457000,407.6199951171875
2024-03-13,418.17999267578125,411.45001220703125,415.1000061035156,17115900,418.1000061035156
2024-03-14,427.82000732421875,417.989990234375,425.2200012207031,34157300,420.239990234375
2024-03-15,422.6000061035156,412.7900085449219,416.4200134277344,45049800,419.2900085449219
2024-03-18,420.7300109863281,413.7799987792969,417.32000732421875,20106000,414.25
2024-03-19,421.6700134277344,415.54998779296875,421.4100036621094,19837900,417.8299865722656
2024-03-20,425.9599914550781,420.6600036621094,425.2300109863281,17860100,422.0
2024-03-21,430.82000732421875,427.1600036621094,429.3699951171875,21296200,429.8299865722656
2024-03-22,429.8599853515625,426.07000732421875,428.739990234375,17636500,429.70001220703125
2024-03-25,427.4100036621094,421.6099853515625,422.8599853515625,18060500,425.239990234375
2024-03-26,425.989990234375,421.3500061035156,421.6499938964844,16725600,425.6099853515625
2024-03-27,424.45001220703125,419.010009765625,421.42999267578125,16705000,424.44000244140625
2024-03-28,421.8699951171875,419.1199951171875,420.7200012207031,21871200,420.9599914550781
2024-04-01,427.8900146484375,422.2200012207031,424.57000732421875,16316000,423.95001220703125
2024-04-02,422.3800048828125,417.8399963378906,421.44000244140625,17912000,420.1099853515625
2024-04-03,423.260009765625,419.0899963378906,420.45001220703125,16502300,419.7300109863281
2024-04-04,428.6700134277344,417.57000732421875,417.8800048828125,19370900,424.989990234375
2024-04-05,426.510009765625,418.32000732421875,425.5199890136719,16544300,420.010009765625
2024-04-08,427.2799987792969,423.29998779296875,424.5899963378906,14272400,425.1700134277344
2024-04-09,427.739990234375,421.6199951171875,426.2799987792969,12512300,426.44000244140625
2024-04-10,424.0299987792969,419.70001220703125,423.260009765625,16216600,422.19000244140625
2024-04-11,429.3699951171875,422.3599853515625,427.92999267578125,17966400,425.82000732421875
2024-04-12,425.17999267578125,419.7699890136719,421.8999938964844,19232100,424.04998779296875
2024-04-15,426.82000732421875,413.42999267578125,413.6400146484375,20273500,426.6000061035156
2024-04-16,418.3999938964844,413.7300109863281,414.5799865722656,16765600,414.57000732421875
2024-04-17,418.8800048828125,410.3299865722656,411.8399963378906,15855500,417.25
2024-04-18,411.8900146484375,403.95001220703125,404.2699890136719,21029900,410.6300048828125
2024-04-19,405.4800109863281,397.7699890136719,399.1199951171875,30276500,404.0299987792969
2024-04-22,402.8500061035156,395.75,400.9599914550781,20286900,400.0799865722656
2024-04-23,408.20001220703125,403.05999755859375,407.57000732421875,15734500,404.239990234375
2024-04-24,412.4700012207031,406.7799987792969,409.05999755859375,15065300,409.55999755859375
2024-04-25,399.8900146484375,388.0299987792969,399.0400085449219,40586500,394.0299987792969
2024-04-26,413.0,405.760009765625,406.32000732421875,29553600,412.1700134277344
2024-04-29,406.32000732421875,399.19000244140625,402.25,19582100,405.25
2024-04-30,402.1600036621094,389.1700134277344,389.3299865722656,28719700,401.489990234375
