Date,High,Low,Closing,Volume,Open
2024-01-22,195.3300018310547,192.25999450683594,193.88999938964844,60133900,192.3000030517578
2024-01-23,195.75,193.8300018310547,195.17999267578125,42355600,195.02000427246094
2024-01-24,196.3800048828125,194.33999633789062,194.5,53631300,195.4199981689453
2024-01-25,196.27000427246094,193.11000061035156,194.1699981689453,54822100,195.22000122070312
2024-01-26,194.75999450683594,191.94000244140625,192.4199981689453,44594000,194.27000427246094
2024-01-29,192.1999969482422,189.5800018310547,191.72999572753906,47145600,192.00999450683594
2024-01-30,191.8000030517578,187.47000122070312,188.0399932861328,55859400,190.94000244140625
2024-01-31,187.10000610351562,184.35000610351562,184.39999389648438,55467800,187.0399932861328
2024-02-01,186.9499969482422,183.82000732421875,186.86000061035156,64885400,183.99000549316406
2024-02-02,187.3300018310547,179.25,185.85000610351562,102518000,179.86000061035156
2024-02-05,189.25,185.83999633789062,187.67999267578125,69668800,188.14999389648438
2024-02-06,189.30999755859375,186.77000427246094,189.3000030517578,43490800,186.86000061035156
2024-02-07,191.0500030517578,188.61000061035156,189.41000366210938,53439000,190.63999938964844
2024-02-08,189.5399932861328,187.35000610351562,188.32000732421875,40962000,189.38999938964844
2024-02-09,189.99000549316406,188.0,188.85000610351562,45155200,188.64999389648438
2024-02-12,188.6699981689453,186.7899932861328,187.14999389648438,41781900,188.4199981689453
2024-02-13,186.2100067138672,183.50999450683594,185.0399932861328,56529500,185.77000427246094
2024-02-14,185.52999877929688,182.44000244140625,184.14999389648438,54630500,185.32000732421875
2024-02-15,184.49000549316406,181.35000610351562,183.86000061035156,65434500,183.5500030517578
2024-02-16,184.85000610351562,181.6699981689453,182.30999755859375,49701400,183.4199981689453
2024-02-20,182.42999267578125,180.0,181.55999755859375,53665600,181.7899932861328
2024-02-21,182.88999938964844,180.66000366210938,182.32000732421875,41529700,181.94000244140625
2024-02-22,184.9600067138672,182.4600067138672,184.3699951171875,52292200,183.47999572753906
2024-02-23,185.0399932861328,182.22999572753906,182.52000427246094,45119700,185.00999450683594
2024-02-26,182.75999450683594,180.64999389648438,181.16000366210938,40867400,182.24000549316406
2024-02-27,183.9199981689453,179.55999755859375,182.6300048828125,54318900,181.10000610351562
2024-02-28,183.1199951171875,180.1300048828125,181.4199981689453,48953900,182.50999450683594
2024-02-29,182.57000732421875,179.52999877929688,180.75,136682600,181.27000427246094
2024-03-01,180.52999877929688,177.3800048828125,179.66000366210938,73488000,179.5500030517578
2024-03-04,176.89999389648438,173.7899932861328,175.10000610351562,81510100,176.14999389648438
2024-03-05,172.0399932861328,169.6199951171875,170.1199951171875,95132400,170.75999450683594
2024-03-06,171.24000549316406,168.67999267578125,169.1199951171875,68587700,171.05999755859375
2024-03-07,170.72999572753906,168.49000549316406,169.0,71765100,169.14999389648438
2024-03-08,173.6999969482422,168.94000244140625,170.72999572753906,76114600,169.0
2024-03-11,174.3800048828125,172.0500030517578,172.75,60139500,172.94000244140625
2024-03-12,174.02999877929688,171.00999450683594,173.22999572753906,59825400,173.14999389648438
2024-03-13,173.19000244140625,170.75999450683594,171.1300048828125,52488700,172.77000427246094
2024-03-14,174.30999755859375,172.0500030517578,173.0,72913500,172.91000366210938
2024-03-15,172.6199951171875,170.2899932861328,172.6199951171875,121664700,171.1699981689453
2024-03-18,177.7100067138672,173.52000427246094,173.72000122070312,75604200,175.57000732421875
2024-03-19,176.61000061035156,173.02999877929688,176.0800018310547,55215200,174.33999633789062
2024-03-20,178.6699981689453,175.08999633789062,178.6699981689453,53423100,175.72000122070312
2024-03-21,177.49000549316406,170.83999633789062,171.3699951171875,106181300,177.0500030517578
2024-03-22,173.0500030517578,170.05999755859375,172.27999877929688,71106600,171.75999450683594
2024-03-25,171.94000244140625,169.4499969482422,170.85000610351562,54288300,170.57000732421875
2024-03-26,171.4199981689453,169.5800018310547,169.7100067138672,57388400,170.0
2024-03-27,173.60000610351562,170.11000061035156,173.30999755859375,60273300,170.41000366210938
2024-03-28,172.22999572753906,170.50999450683594,171.47999572753906,65672700,171.75
2024-04-01,171.25,169.47999572753906,170.02999877929688,46240500,171.19000244140625
2024-04-02,169.33999633789062,168.22999572753906,168.83999633789062,49329500,169.0800018310547
2024-04-03,170.67999267578125,168.5800018310547,169.64999389648438,47691700,168.7899932861328
2024-04-04,171.9199981689453,168.82000732421875,168.82000732421875,53704400,170.2899932861328
2024-04-05,170.38999938964844,168.9499969482422,169.5800018310547,42055200,169.58999633789062
2024-04-08,169.1999969482422,168.24000549316406,168.4499969482422,37425500,169.02999877929688
2024-04-09,170.0800018310547,168.35000610351562,169.6699981689453,42451200,168.6999969482422
2024-04-10,169.08999633789062,167.11000061035156,167.77999877929688,49709300,168.8000030517578
2024-04-11,175.4600067138672,168.16000366210938,175.0399932861328,91070300,168.33999633789062
2024-04-12,178.36000061035156,174.2100067138672,176.5500030517578,101593300,174.25999450683594
2024-04-15,176.6300048828125,172.5,172.69000244140625,73531800,175.36000061035156
2024-04-16,173.75999450683594,168.27000427246094,169.3800048828125,73711200,171.75
2024-04-17,170.64999389648438,168.0,168.0,50901200,169.61000061035156
2024-04-18,168.63999938964844,166.5500030517578,167.0399932861328,43122900,168.02999877929688
2024-04-19,166.39999389648438,164.0800018310547,165.0,67772100,166.2100067138672
2024-04-22,167.25999450683594,164.77000427246094,165.83999633789062,48116400,165.52000427246094
2024-04-23,167.0500030517578,164.9199981689453,166.89999389648438,49537800,165.35000610351562
2024-04-24,169.3000030517578,166.2100067138672,169.02000427246094,48251800,166.5399932861328
2024-04-25,170.61000061035156,168.14999389648438,169.88999938964844,50558300,169.52999877929688
2024-04-26,171.33999633789062,169.17999267578125,169.3000030517578,44525100,169.8800048828125
2024-04-29,176.02999877929688,173.10000610351562,173.5,68169400,173.3699951171875
2024-04-30,174.99000549316406,170.0,170.3300018310547,65838900,173.3300018310547
