Date,High,Low,Closing,Volume,Open
2024-01-22,148.38999938964844,145.83999633789062,145.99000549316406,32200400,147.10000610351562
2024-01-23,147.17999267578125,145.5,147.0399932861328,21636100,145.88999938964844
2024-01-24,149.85000610351562,148.10000610351562,148.6999969482422,25233500,148.5399932861328
2024-01-25,153.0500030517578,149.5399932861328,151.8699951171875,29149100,150.07000732421875
2024-01-26,152.5399932861328,151.00999450683594,152.19000244140625,26115500,151.10000610351562
2024-01-29,153.77999877929688,151.42999267578125,153.50999450683594,27784300,152.05999755859375
2024-01-30,153.6199951171875,151.19000244140625,151.4600067138672,36331800,152.8000030517578
2024-01-31,144.0,139.8699951171875,140.10000610351562,71910000,143.6199951171875
2024-02-01,143.05999755859375,140.7899932861328,141.16000366210938,40466500,142.1199951171875
2024-02-02,142.6199951171875,136.5,142.3800048828125,62470600,139.25999450683594
2024-02-05,145.47000122070312,142.77999877929688,143.67999267578125,38505400,142.82000732421875
2024-02-06,145.36000061035156,143.19000244140625,144.10000610351562,29128200,144.64999389648438
2024-02-07,145.6199951171875,143.92999267578125,145.5399932861328,25208900,144.75999450683594
2024-02-08,146.3300018310547,145.10000610351562,145.91000366210938,22563800,145.8300018310547
2024-02-09,149.44000244140625,146.17999267578125,149.0,26829500,146.67999267578125
2024-02-12,149.33999633789062,147.3699951171875,147.52999877929688,21564100,148.4199981689453
2024-02-13,146.6699981689453,143.69000244140625,145.13999938964844,27837700,144.9199981689453
2024-02-14,146.52000427246094,144.08999633789062,145.94000244140625,22704200,146.0800018310547
2024-02-15,143.52000427246094,140.4600067138672,142.77000427246094,37590700,143.13999938964844
2024-02-16,143.19000244140625,140.13999938964844,140.52000427246094,31451100,142.99000549316406
2024-02-20,142.0800018310547,139.49000549316406,141.1199951171875,25144700,139.66000366210938
2024-02-21,142.69000244140625,140.67999267578125,142.5500030517578,23315700,141.4499969482422
2024-02-22,145.0,142.8000030517578,144.08999633789062,27191900,144.92999267578125
2024-02-23,144.67999267578125,143.42999267578125,143.9600067138672,19493800,143.6699981689453
2024-02-26,142.44000244140625,137.38999938964844,137.57000732421875,53641800,142.13999938964844
2024-02-27,139.25,137.08999633789062,138.8800048828125,33099200,138.02000427246094
2024-02-28,138.00999450683594,135.41000366210938,136.3800048828125,37328600,137.89999389648438
2024-02-29,138.86000061035156,136.39999389648438,138.4600067138672,42133000,137.27999877929688
2024-03-01,138.8699951171875,136.9199981689453,137.13999938964844,31119500,138.42999267578125
2024-03-04,135.66000366210938,131.91000366210938,133.35000610351562,55999400,135.66000366210938
2024-03-05,133.24000549316406,130.6699981689453,132.6699981689453,40194800,131.8800048828125
2024-03-06,133.5800018310547,130.85000610351562,131.39999389648438,35318600,133.1199951171875
2024-03-07,134.94000244140625,131.61000061035156,134.3800048828125,37738200,132.7899932861328
2024-03-08,138.08999633789062,134.0,135.41000366210938,39343100,134.2100067138672
2024-03-11,139.10000610351562,136.1300048828125,137.6699981689453,32437800,136.1300048828125
2024-03-12,139.3800048828125,137.02999877929688,138.5,27563400,137.02999877929688
2024-03-13,141.08999633789062,138.99000549316406,139.7899932861328,23347200,139.0
2024-03-14,143.58999633789062,140.4600067138672,143.10000610351562,42753400,141.19000244140625
2024-03-15,143.17999267578125,140.02999877929688,141.17999267578125,49460600,142.5
2024-03-18,152.14999389648438,147.1699981689453,147.67999267578125,69273700,148.61000061035156
2024-03-19,148.7899932861328,146.0800018310547,147.02999877929688,24070400,148.16000366210938
2024-03-20,148.86000061035156,146.74000549316406,148.74000549316406,21311500,148.0
2024-03-21,150.3699951171875,146.89999389648438,147.60000610351562,24755600,149.47000122070312
2024-03-22,151.5800018310547,148.97999572753906,150.77000427246094,29175700,149.1199951171875
2024-03-25,150.3800048828125,147.82000732421875,150.07000732421875,19229300,149.94000244140625
2024-03-26,152.25999450683594,149.97999572753906,150.6699981689453,22149100,150.22000122070312
2024-03-27,151.63999938964844,148.89999389648438,150.8699951171875,22879200,151.17999267578125
2024-03-28,151.42999267578125,150.1699981689453,150.92999267578125,24485400,150.85000610351562
2024-04-01,155.74000549316406,150.61000061035156,155.49000549316406,31730800,150.69000244140625
2024-04-02,154.6999969482422,152.14999389648438,154.55999755859375,24586000,153.5
2024-04-03,155.0800018310547,152.72999572753906,154.9199981689453,24705000,153.60000610351562
2024-04-04,154.77000427246094,150.4499969482422,150.52999877929688,34724700,153.5
2024-04-05,153.4199981689453,149.60000610351562,152.5,23449300,150.02999877929688
2024-04-08,155.27000427246094,152.61000061035156,154.85000610351562,20702000,152.77999877929688
2024-04-09,158.55999755859375,155.19000244140625,156.60000610351562,31113000,156.08999633789062
2024-04-10,156.61000061035156,154.67999267578125,156.13999938964844,22838600,156.2100067138672
2024-04-11,159.67999267578125,156.4600067138672,159.41000366210938,27166400,156.91000366210938
2024-04-12,160.22000122070312,157.13999938964844,157.72999572753906,25329200,157.9600067138672
2024-04-15,159.24000549316406,154.58999633789062,154.86000061035156,27136500,158.86000061035156
2024-04-16,155.64999389648438,153.42999267578125,154.39999389648438,20779500,154.19000244140625
2024-04-17,157.0800018310547,154.5800018310547,155.47000122070312,21763100,155.6199951171875
2024-04-18,156.94000244140625,154.6199951171875,156.00999450683594,19883000,155.33999633789062
2024-04-19,156.36000061035156,152.3000030517578,154.08999633789062,32239100,156.1999969482422
2024-04-22,157.63999938964844,154.05999755859375,156.27999877929688,26446200,154.30999755859375
2024-04-23,158.97000122070312,156.27999877929688,158.25999450683594,21151600,156.9600067138672
2024-04-24,159.57000732421875,157.1699981689453,159.1300048828125,22779100,157.49000549316406
2024-04-25,156.49000549316406,150.8699951171875,156.0,57109700,151.3300018310547
2024-04-26,174.7100067138672,169.64999389648438,171.9499969482422,64346200,174.3699951171875
2024-04-29,169.5500030517578,165.2100067138672,166.14999389648438,45610000,169.05999755859375
2024-04-30,168.10000610351562,162.60000610351562,162.77999877929688,33502900,165.61000061035156
